Coords	Name	MIRNA	white_1_trimmed	white_2_trimmed	red_1_trimmed	red_2_trimmed	SRR1586419_trimmed	SRR1586420_trimmed	SRR1586421_trimmed	SRR1586422_trimmed	SRR1586423_trimmed	SRR1586424_trimmed	SRR1586425_trimmed	SRR1586426_trimmed
Fvb2:20133946-20134165	User_locus_2042	N	5	0	0	0	2	0	15	115	8	40	0	0
Fvb2:20138544-20138859	User_locus_2043	N	0	1	0	3	1	2	0	0	0	44	122	0
Fvb2:20159653-20159807	User_locus_2044	N	2	0	2	1	0	0	0	0	0	0	0	0
Fvb2:20164826-20165374	User_locus_2045	N	1	5	0	2	0	3	0	6	5	7	10	1
Fvb2:20169687-20169889	User_locus_2046	N	3	0	0	0	0	0	2	0	0	2	0	0
Fvb2:20219440-20219695	User_locus_2047	N	820	588	407	325	181	1329	286	1636	1215	1593	1260	393
Fvb2:20231796-20232336	User_locus_2048	N	41	28	5	0	2	28	0	21	15	74	29	9
Fvb2:20235241-20235626	User_locus_2049	N	17	8	34	6	0	58	0	41	4	50	53	0
Fvb2:20270774-20271102	User_locus_2050	N	24	16	19	8	3	32	15	104	145	191	127	44
Fvb2:20278764-20279450	User_locus_2051	N	3	7	1	6	0	3	0	21	2	14	17	6
Fvb2:20284207-20284871	User_locus_2052	N	22	23	23	19	7	1	2	11	5	29	31	14
Fvb2:20328154-20328615	User_locus_2053	N	47	0	1	1	4	60	2	192	84	364	390	131
Fvb2:20329223-20329921	User_locus_2054	N	6	6	2	2	7	6	3	11	18	19	24	1
Fvb2:20502970-20503409	User_locus_2055	N	5	1	1	4	0	1	3	4	6	2	1	0
Fvb2:20536130-20536551	User_locus_2056	N	51	40	16	18	14	39	14	32	109	170	82	17
Fvb2:20581680-20582125	User_locus_2057	N	7	6	4	15	0	0	2	10	3	16	11	0
Fvb2:20587006-20587416	User_locus_2058	N	33	0	20	0	1	1	1	65	3	76	42	31
Fvb2:20661676-20662040	User_locus_2059	N	20	9	2	6	6	11	0	20	7	55	50	3
Fvb2:20671485-20671953	User_locus_2060	N	1	0	0	1	2	3	0	3	0	0	5	8
Fvb2:20744453-20744786	User_locus_2061	N	0	0	0	0	4	4	0	5	1	5	8	2
Fvb2:20884170-20884572	User_locus_2062	N	59	52	65	41	20	155	28	245	205	384	376	100
Fvb2:20889556-20890253	User_locus_2063	N	78	92	22	32	0	34	37	121	226	170	50	14
Fvb2:20964071-20964463	User_locus_2064	N	1	1	2	5	0	5	0	4	0	11	12	6
Fvb2:21038041-21038738	User_locus_2065	N	82	104	108	43	46	135	11	127	265	407	276	66
Fvb2:21165273-21165663	User_locus_2066	N	11	3	0	0	0	0	0	0	6	16	10	0
Fvb2:21211880-21212578	User_locus_2067	N	0	2	6	2	1	4	0	9	1	7	19	5
Fvb2:21232439-21232867	User_locus_2068	N	3	29	11	2	0	0	0	30	21	13	6	3
Fvb2:21233045-21233441	User_locus_2069	N	51	21	3	6	0	3	16	20	7	47	39	19
Fvb2:21268293-21268912	User_locus_2070	N	20	19	9	12	4	22	14	47	88	83	27	18
Fvb2:21308627-21309078	User_locus_2071	N	107	64	62	19	27	10	7	39	34	188	109	14
Fvb2:21310304-21310792	User_locus_2072	N	246	174	163	79	34	189	103	335	283	356	313	108
Fvb2:21330336-21330816	User_locus_2073	N	0	4	10	5	2	11	0	23	9	21	4	3
Fvb2:21330816-21331517	User_locus_2074	N	57	62	52	38	13	130	125	413	163	349	168	24
Fvb2:21336099-21336377	User_locus_2075	N	48	23	13	5	15	52	121	523	47	163	10	5
Fvb2:21336379-21336699	User_locus_2076	N	139	101	52	26	46	107	300	1240	143	386	20	1
Fvb2:21341046-21341743	User_locus_2077	N	129	99	56	40	19	98	38	182	54	102	6	6
Fvb2:21384556-21385244	User_locus_2078	N	21	11	28	18	10	7	1	29	20	53	44	14
Fvb2:21402296-21402659	User_locus_2079	N	21	19	15	6	0	15	2	14	14	65	32	2
Fvb2:21419110-21419544	User_locus_2080	N	1	4	1	5	0	0	0	7	2	2	1	2
Fvb2:21430651-21431104	User_locus_2081	N	79	35	45	55	37	134	28	170	100	245	271	50
Fvb2:21477066-21477429	User_locus_2082	N	10	0	2	3	25	1	0	0	0	0	6	6
Fvb2:21575666-21576103	User_locus_2083	N	2	1	1	1	0	5	0	4	1	26	1	0
Fvb2:21594627-21595056	User_locus_2084	N	311	291	213	161	82	371	29	300	318	842	587	149
Fvb2:21621937-21622398	User_locus_2085	N	276	196	190	98	82	290	22	269	541	788	575	118
Fvb2:21646889-21647576	User_locus_2086	N	71	38	25	16	2	31	3	64	40	117	93	31
Fvb2:21658788-21659240	User_locus_2087	N	31	6	6	1	0	23	5	55	30	29	12	2
Fvb2:21659491-21659792	User_locus_2088	N	16	16	14	9	0	9	13	55	30	16	0	2
Fvb2:21659818-21660309	User_locus_2089	N	2	1	1	0	0	3	10	35	7	4	7	5
Fvb2:21667373-21667785	User_locus_2090	N	15	16	30	21	6	9	23	40	22	73	44	5
Fvb2:21667917-21668294	User_locus_2091	N	9	1	0	0	0	5	0	27	11	17	3	2
Fvb2:21669358-21669925	User_locus_2092	N	33	0	0	19	1	0	3	47	6	80	8	15
Fvb2:21798419-21799116	User_locus_2093	N	1	0	558	363	0	4	1	17	1	3	2	4
Fvb2:21866719-21867209	User_locus_2094	N	15	14	20	5	4	5	4	19	22	36	26	5
Fvb2:21867454-21867633	User_locus_2095	N	30	18	32	20	54	281	20	183	72	863	688	87
Fvb2:21888036-21888520	User_locus_2096	N	1	1	4	0	0	0	0	0	0	1	5	12
Fvb2:21962205-21962902	User_locus_2097	N	0	0	0	0	0	0	0	0	0	0	0	2
Fvb2:22141985-22142682	User_locus_2098	N	28	29	12	12	4	11	8	45	46	135	43	3
Fvb2:22153688-22154029	User_locus_2099	N	8	9	22	4	0	7	0	9	4	31	14	27
Fvb2:22153878-22154245	User_locus_2100	N	10	3	2	0	0	0	0	9	5	14	6	4
Fvb2:22158073-22158464	User_locus_2101	N	101	107	91	59	46	165	96	462	375	531	336	120
Fvb2:22160868-22161034	User_locus_2102	N	0	0	0	0	0	2	0	0	0	0	1	1
Fvb2:22182698-22183000	User_locus_2103	N	40	40	49	34	13	27	14	169	75	132	103	27
Fvb2:22187109-22187523	User_locus_2104	N	131	65	51	83	16	54	5	112	88	183	75	45
Fvb2:22194682-22195139	User_locus_2105	N	19	16	1	9	0	0	6	29	15	32	34	6
Fvb2:22211906-22212279	User_locus_2106	N	11	5	2	9	0	10	0	7	5	19	7	2
Fvb2:22212637-22213231	User_locus_2107	N	21	12	45	14	9	62	52	165	110	151	115	56
Fvb2:22292068-22292473	User_locus_2108	N	0	0	6	8	5	3	0	15	11	29	0	5
Fvb2:22386828-22387147	User_locus_2109	N	19	12	17	24	11	25	5	52	33	83	42	15
Fvb2:22396256-22396544	User_locus_2110	N	12	6	2	4	8	9	0	19	8	11	12	5
Fvb2:22441919-22442105	User_locus_2111	N	24	17	31	16	9	33	11	69	115	139	104	22
Fvb2:22446713-22447191	User_locus_2112	N	15	24	25	4	2	17	18	117	142	84	41	19
Fvb2:22471068-22471243	User_locus_2113	N	9	0	11	0	3	0	0	42	26	39	19	0
Fvb2:22482541-22482902	User_locus_2114	N	21	16	14	6	6	25	2	21	5	43	38	9
Fvb2:22582482-22582931	User_locus_2115	N	99	79	53	17	36	101	7	57	48	120	78	17
Fvb2:22687347-22687767	User_locus_2116	N	10	5	4	11	7	10	0	19	5	27	27	1
Fvb2:22753539-22753936	User_locus_2117	N	9	26	14	11	2	65	10	44	14	47	61	0
Fvb2:22762558-22762950	User_locus_2118	N	17	5	4	10	1	2	0	12	4	26	29	6
Fvb2:22777445-22778143	User_locus_2119	N	8	2	9	1	9	46	4	43	19	154	146	20
Fvb2:22803118-22803453	User_locus_2120	N	27	13	15	12	9	7	13	84	64	101	43	31
Fvb2:22804117-22804815	User_locus_2121	N	130	95	128	70	31	122	7	80	101	281	238	63
Fvb2:22829601-22829912	User_locus_2122	N	25	35	20	6	7	60	3	33	14	74	46	11
Fvb2:22856110-22856522	User_locus_2123	N	42	24	24	2	22	37	17	139	43	202	217	31
Fvb2:22869407-22869715	User_locus_2124	N	15	9	20	15	0	12	3	29	33	72	32	9
Fvb2:22869745-22870146	User_locus_2125	N	27	17	38	23	23	58	57	236	134	324	143	45
Fvb2:22872823-22873098	User_locus_2126	N	41	26	33	5	0	17	1	19	7	71	42	10
Fvb2:22896537-22896954	User_locus_2127	N	56	77	40	34	21	43	12	94	98	246	156	64
Fvb2:22897030-22897225	User_locus_2128	N	65	54	58	17	26	36	60	173	126	148	174	73
Fvb2:22897311-22897749	User_locus_2129	N	6	20	6	0	4	13	7	21	26	6	14	3
Fvb2:22900577-22901164	User_locus_2130	N	3	5	3	3	0	7	3	38	14	28	18	11
Fvb2:22977566-22977935	User_locus_2131	N	32	15	1	22	0	37	7	31	1	57	42	0
Fvb2:23003672-23004011	User_locus_2132	N	41	19	26	1	3	17	20	41	123	38	38	26
Fvb2:23003677-23004370	User_locus_2133	N	73	28	34	1	3	17	22	66	135	80	64	37
Fvb2:23004096-23004702	User_locus_2134	N	40	22	11	0	0	0	2	40	45	48	28	18
Fvb2:23004836-23005156	User_locus_2135	N	0	0	0	10	0	0	0	11	4	14	0	2
Fvb2:23005171-23005567	User_locus_2136	N	10	14	9	21	0	1	0	2	10	8	7	2
Fvb2:23110967-23111653	User_locus_2137	N	4	4	2	10	3	4	0	22	5	4	13	2
Fvb2:23137686-23138383	User_locus_2138	N	1	0	1	0	1	3	1	4	2	2	1	0
Fvb2:23149566-23150023	User_locus_2139	N	0	1	0	1	1	1	0	9	2	0	1	4
Fvb2:23152641-23153029	User_locus_2140	N	27	72	54	60	0	101	0	134	148	304	199	39
Fvb2:23166433-23166878	User_locus_2141	N	2	1	4	3	0	0	2	5	1	12	5	1
Fvb2:23167227-23167671	User_locus_2142	N	16	61	31	40	2	0	7	6	74	53	0	19
Fvb2:23167722-23167987	User_locus_2143	N	27	13	30	29	0	0	23	69	52	44	14	6
Fvb2:23170451-23170980	User_locus_2144	N	0	2	0	9	0	2	1	22	2	6	34	2
Fvb2:23171099-23171432	User_locus_2145	N	16	18	12	34	16	18	26	78	73	44	19	9
Fvb2:23173384-23173845	User_locus_2146	N	0	6	2	2	2	6	1	17	20	10	22	2
Fvb2:23173852-23174240	User_locus_2147	N	1	31	2	0	0	1	0	0	0	1	4	0
Fvb2:23174418-23174812	User_locus_2148	N	16	11	22	4	5	1	2	29	15	36	28	7
Fvb2:23194018-23194446	User_locus_2149	N	268	260	0	26	116	408	35	175	222	412	151	34
Fvb2:23209702-23210060	User_locus_2150	N	1	0	0	1	11	3	44	23	21	7	4	8
Fvb2:23342742-23343076	User_locus_2151	N	0	0	0	0	0	1	0	4	2	0	5	5
Fvb2:23344927-23345319	User_locus_2152	N	0	2	0	3	2	0	12	12	6	1	0	0
Fvb2:23345320-23345680	User_locus_2153	N	0	2	3	14	3	1	18	20	9	9	0	3
Fvb2:23346484-23346892	User_locus_2154	N	0	0	0	0	2	1	0	0	0	0	0	0
Fvb2:23374133-23374509	User_locus_2155	N	192	154	88	51	143	515	131	655	528	1184	800	211
Fvb2:23417548-23417989	User_locus_2156	N	79	7	25	15	17	164	50	219	46	332	13	26
Fvb2:23453942-23454378	User_locus_2157	N	0	1	2	11	0	0	5	8	5	18	12	0
Fvb2:23454769-23455232	User_locus_2158	N	50	37	36	21	1	69	33	162	38	113	81	26
Fvb2:23455268-23455559	User_locus_2159	N	72	60	18	14	23	52	161	348	106	166	23	7
Fvb2:23455983-23456523	User_locus_2160	N	53	43	20	2	15	59	21	140	45	103	25	12
Fvb2:23458846-23459273	User_locus_2161	N	3	28	0	0	1	3	8	40	20	50	16	3
Fvb2:23459274-23459650	User_locus_2162	N	30	47	23	12	34	41	108	240	62	88	41	10
Fvb2:23459651-23460089	User_locus_2163	N	923	1026	200	88	241	1165	378	800	552	577	245	98
Fvb2:23461736-23462433	User_locus_2164	N	17	5	0	2	1	8	0	27	9	19	11	5
Fvb2:23463455-23463934	User_locus_2165	N	118	89	58	42	18	156	79	306	189	414	281	67
Fvb2:23488634-23489054	User_locus_2166	N	1845	1909	1273	1004	1198	2810	11047	24892	12005	11046	464	186
Fvb2:23490818-23491363	User_locus_2167	N	918	614	325	207	458	1185	1465	5606	1773	5368	12	8
Fvb2:23492462-23492989	User_locus_2168	N	418	285	197	145	185	431	554	1961	543	1909	12	16
Fvb2:23517596-23518032	User_locus_2169	N	33	17	17	14	3	24	2	45	38	116	34	6
Fvb2:23539670-23540153	User_locus_2170	N	1	4	6	0	0	11	0	22	10	35	32	10
Fvb2:23572870-23573412	User_locus_2171	N	1177	948	528	328	795	2537	3402	8825	3408	6135	36	20
Fvb2:23575593-23576285	User_locus_2172	N	1119	905	718	446	617	1459	2106	6871	2135	5727	17	24
Fvb2:23577400-23577526	User_locus_2173	N	46	17	12	17	12	73	7	82	15	110	1	0
Fvb2:23580766-23581287	User_locus_2174	N	38	19	28	9	10	29	10	63	56	101	37	8
Fvb2:23627610-23628104	User_locus_2175	N	0	3	3	0	6	1	2	3	0	7	3	3
Fvb2:23628496-23628977	User_locus_2176	N	6	6	4	0	0	13	5	27	12	25	15	2
Fvb2:23661184-23661636	User_locus_2177	N	139	133	44	51	100	465	54	331	486	663	578	73
Fvb2:23677764-23677930	User_locus_2178	N	0	0	0	0	0	0	0	0	0	0	0	0
Fvb2:23681741-23682033	User_locus_2179	N	119	87	13	29	147	335	308	1538	188	900	15	10
Fvb2:23745294-23745837	User_locus_2180	N	77	69	90	23	0	0	1	7	11	60	17	7
Fvb2:23766192-23766602	User_locus_2181	N	21	6	26	15	0	13	9	29	27	43	4	7
Fvb2:23801305-23801582	User_locus_2182	N	16	12	12	1	16	14	6	38	14	64	40	13
Fvb2:23867492-23867924	User_locus_2183	N	3	3	0	2	0	0	1	2	6	45	0	3
Fvb2:23872583-23873037	User_locus_2184	N	48	60	18	0	11	20	11	33	117	115	46	18
Fvb2:23873040-23873398	User_locus_2185	N	90	64	26	34	105	255	33	261	197	510	318	67
Fvb2:23903592-23904285	User_locus_2186	N	19	14	9	7	4	10	4	27	13	9	13	2
Fvb2:24068946-24069257	User_locus_2187	N	43	32	48	36	15	53	5	90	64	76	59	41
Fvb2:24133450-24133896	User_locus_2188	N	0	1	2	1	0	11	0	16	0	0	3	5
Fvb2:24173409-24173844	User_locus_2189	N	3	7	5	4	7	37	1	28	8	24	16	10
Fvb2:24244680-24245040	User_locus_2190	N	8	6	1	2	1	39	10	64	52	50	44	11
Fvb2:24252203-24252637	User_locus_2191	N	73	32	33	35	9	38	8	175	29	111	109	24
Fvb2:24328253-24328544	User_locus_2192	N	0	0	0	0	0	0	3	0	5	2	0	1
Fvb2:24361958-24362418	User_locus_2193	N	19	8	14	8	0	18	1	1	26	19	4	30
Fvb2:24393921-24394218	User_locus_2194	N	39	10	11	20	16	78	26	75	5	129	89	20
Fvb2:24562399-24562686	User_locus_2195	N	149	147	123	143	51	212	54	183	498	347	111	63
Fvb2:24562508-24562991	User_locus_2196	N	174	184	159	156	47	234	46	204	608	440	166	95
Fvb2:24591421-24591738	User_locus_2197	N	82	40	24	13	7	80	18	160	66	212	51	49
Fvb2:24606239-24606640	User_locus_2198	N	75	87	54	12	1	27	0	167	146	193	68	58
Fvb2:24611542-24611791	User_locus_2199	N	69	36	52	12	11	21	0	37	29	62	91	11
Fvb2:24612485-24612973	User_locus_2200	N	11	8	2	7	0	2	1	21	20	52	32	0
Fvb2:24641136-24641483	User_locus_2201	N	0	0	0	0	0	4	1	0	0	10	4	6
Fvb2:24641554-24641973	User_locus_2202	N	2	3	0	0	0	6	0	4	8	4	1	1
Fvb2:24713319-24713685	User_locus_2203	N	2	1	19	6	5	11	6	10	22	40	23	9
Fvb2:24738516-24738800	User_locus_2204	N	21	24	19	1	0	26	1	11	6	3	0	2
Fvb2:24911786-24912132	User_locus_2205	N	10	7	23	16	0	4	0	40	18	42	18	5
Fvb2:24942018-24942456	User_locus_2206	N	57	29	29	26	12	107	16	75	82	115	86	104
Fvb2:24944697-24945006	User_locus_2207	N	79	52	69	40	16	121	13	86	72	230	239	61
Fvb2:24946563-24947226	User_locus_2208	N	101	102	76	47	49	100	43	287	254	392	201	41
Fvb2:25024984-25025410	User_locus_2209	N	2	0	3	5	3	4	2	28	2	13	8	4
Fvb2:25025618-25025813	User_locus_2210	N	0	2	6	5	2	1	0	12	7	4	6	0
Fvb2:25132017-25132440	User_locus_2211	N	30	33	16	31	44	136	36	169	248	325	410	98
Fvb2:25142056-25142479	User_locus_2212	N	23	20	0	15	2	37	4	11	10	87	2	0
Fvb2:25154944-25155442	User_locus_2213	N	18	50	14	15	3	42	1	65	20	256	72	4
Fvb2:25155443-25155861	User_locus_2214	N	0	0	0	2	0	0	0	0	0	0	0	0
Fvb2:25163769-25164183	User_locus_2215	N	16	20	14	4	0	69	14	48	28	47	41	12
Fvb2:25172428-25172822	User_locus_2216	N	10	7	5	6	6	30	2	54	28	32	75	17
Fvb2:25181647-25182242	User_locus_2217	N	14	17	9	5	2	21	0	33	22	37	11	4
Fvb2:25198770-25199400	User_locus_2218	N	444	325	280	142	89	269	65	320	462	999	709	128
Fvb2:25238306-25238727	User_locus_2219	N	224	62	54	49	0	197	28	96	69	99	119	41
Fvb2:25250595-25251276	User_locus_2220	N	21	17	23	15	6	24	3	40	12	40	85	11
Fvb2:25255905-25256603	User_locus_2221	N	9	5	8	2	0	2	1	9	5	40	45	10
Fvb2:25334528-25334910	User_locus_2222	N	34	28	42	25	3	68	0	26	23	196	183	22
Fvb2:25352170-25352668	User_locus_2223	N	116	86	56	37	52	161	25	155	150	340	262	67
Fvb2:25353826-25354372	User_locus_2224	N	28	12	22	11	9	26	14	61	87	100	62	22
Fvb2:25442253-25442736	User_locus_2225	N	43	44	24	9	13	22	5	40	29	87	54	12
Fvb2:25566745-25567133	User_locus_2226	N	22	11	11	2	3	22	0	21	3	46	32	5
Fvb2:25591117-25591350	User_locus_2227	N	3	6	3	1	1	5	1	2	12	11	6	5
Fvb2:25662070-25662430	User_locus_2228	N	3	7	2	0	0	0	4	6	0	3	2	0
Fvb2:25695327-25695789	User_locus_2229	N	45	0	0	3	0	0	0	39	1	127	1	57
Fvb2:25695793-25696192	User_locus_2230	N	0	0	0	0	0	1	0	39	1	8	11	12
Fvb2:25708204-25708514	User_locus_2231	N	1	0	0	0	0	0	0	0	0	2	0	0
Fvb2:25759769-25760238	User_locus_2232	N	33	11	9	7	0	0	3	16	3	48	67	13
Fvb2:25796316-25796519	User_locus_2233	N	10	11	0	4	1	2	1	24	22	12	4	0
Fvb2:25797276-25797654	User_locus_2234	N	27	1	20	0	1	8	0	64	63	63	32	10
Fvb2:25839227-25839644	User_locus_2235	N	73	48	62	27	6	63	9	166	79	161	127	52
Fvb2:25858220-25858590	User_locus_2236	N	47	25	4	15	6	109	0	107	24	118	114	37
Fvb2:25910790-25911226	User_locus_2237	N	35	0	29	13	0	73	0	56	9	93	68	23
Fvb2:25911228-25911617	User_locus_2238	N	9	6	4	0	1	0	0	5	2	17	18	5
Fvb2:25915305-25915779	User_locus_2239	N	12	36	0	14	0	33	1	93	39	59	26	7
Fvb2:25915781-25916181	User_locus_2240	N	1	0	0	0	0	0	0	1	0	0	1	1
Fvb2:25916186-25916576	User_locus_2241	N	19	19	14	13	0	4	1	34	26	27	29	35
Fvb2:25917250-25917513	User_locus_2242	N	133	92	85	38	35	171	44	362	119	408	371	77
Fvb2:25941470-25941848	User_locus_2243	N	68	41	29	22	63	136	30	195	38	149	81	25
Fvb2:26033297-26033690	User_locus_2244	N	403	327	496	238	182	516	197	966	707	1268	1205	284
Fvb2:26037872-26038347	User_locus_2245	N	9	0	1	16	0	2	0	1	2	12	16	1
Fvb2:26253209-26253906	User_locus_2246	N	0	2	22	0	2	5	1	13	1	58	58	18
Fvb2:26258178-26258558	User_locus_2247	N	14	23	14	17	0	6	3	21	14	22	22	6
Fvb2:26265252-26265659	User_locus_2248	N	5	5	9	10	1	21	3	51	27	75	60	39
Fvb2:26298819-26299007	User_locus_2249	N	0	0	0	0	0	0	0	0	0	0	0	0
Fvb2:26312691-26313073	User_locus_2250	N	2	0	0	0	1	1	3	37	9	21	2	10
Fvb2:26313455-26313827	User_locus_2251	N	39	61	1	1	0	8	0	32	67	71	18	97
Fvb2:26315317-26315752	User_locus_2252	N	32	34	37	28	3	2	3	12	7	42	33	0
Fvb2:26340674-26341052	User_locus_2253	N	110	57	29	22	3	9	7	20	44	41	38	1
Fvb2:26341056-26341444	User_locus_2254	N	22	8	10	8	26	9	5	76	54	28	38	18
Fvb2:26341465-26341826	User_locus_2255	N	16	14	1	0	2	19	2	17	10	32	33	3
Fvb2:26347737-26348118	User_locus_2256	N	36	32	63	51	32	77	60	275	247	228	121	46
Fvb2:26348119-26348555	User_locus_2257	N	48	11	24	14	4	87	10	20	18	273	182	9
Fvb2:26418420-26419117	User_locus_2258	N	1095	1020	775	532	152	642	305	2422	1569	1449	1087	1037
Fvb2:26492817-26493270	User_locus_2259	N	47	27	32	17	5	30	8	34	12	94	11	14
Fvb2:26493271-26493676	User_locus_2260	N	12	3	2	1	0	0	2	90	12	16	6	8
Fvb2:26531033-26531549	User_locus_2261	N	57	39	25	12	1	64	6	58	37	169	145	21
Fvb2:26539055-26539415	User_locus_2262	N	16	5	10	3	3	23	1	31	11	30	37	5
Fvb2:26539415-26540116	User_locus_2263	N	11	18	7	1	10	13	9	49	31	83	69	9
Fvb2:26540117-26540350	User_locus_2264	N	22	19	26	15	0	0	10	23	8	85	130	0
Fvb2:26566162-26566628	User_locus_2265	N	42	34	21	1	31	51	14	57	31	177	0	54
Fvb2:26590158-26590542	User_locus_2266	N	2	0	3	2	3	4	0	4	4	7	4	4
Fvb2:26618207-26618585	User_locus_2267	N	26	15	12	6	2	11	26	80	71	60	77	16
Fvb2:26655669-26656280	User_locus_2268	N	3	1	1	0	0	0	0	8	0	3	2	0
Fvb2:26668174-26668482	User_locus_2269	N	18	23	0	11	4	11	9	88	81	60	45	55
Fvb2:26679210-26679621	User_locus_2270	N	13	6	0	1	0	0	5	16	6	15	2	1
Fvb2:26694289-26694690	User_locus_2271	N	4	6	2	0	3	0	4	20	2	9	2	1
Fvb2:26709205-26709509	User_locus_2272	N	2	1	2	2	0	2	2	18	6	12	6	1
Fvb2:26709351-26709733	User_locus_2273	N	0	0	0	0	0	0	0	2	0	2	0	0
Fvb2:26709748-26710178	User_locus_2274	N	8	0	1	0	1	1	0	0	2	9	0	0
Fvb2:26710179-26710607	User_locus_2275	N	0	8	0	0	3	2	0	24	0	33	17	0
Fvb2:26710608-26711006	User_locus_2276	N	93	144	13	7	6	177	13	62	40	62	20	10
Fvb2:26720754-26721064	User_locus_2277	N	6	11	2	0	0	0	0	43	20	27	26	10
Fvb2:26721097-26721500	User_locus_2278	N	0	1	4	8	19	13	3	22	19	20	27	2
Fvb2:26792459-26792632	User_locus_2279	N	7	10	10	5	4	21	12	56	36	42	35	24
Fvb2:26794766-26795163	User_locus_2280	N	20	16	4	4	3	22	10	34	159	52	40	40
Fvb2:27003491-27003930	User_locus_2281	N	29	31	22	10	5	37	1	29	12	79	60	9
Fvb2:27005268-27005584	User_locus_2282	N	0	2	3	0	2	5	0	4	0	6	6	1
Fvb2:27033239-27033937	User_locus_2283	N	1357	1321	1077	812	733	3413	1834	6722	2789	6050	5379	3087
Fvb2:27044847-27045243	User_locus_2284	N	0	0	0	0	0	13	0	7	1	4	8	0
Fvb2:27166644-27167063	User_locus_2285	N	32	31	33	12	13	42	7	78	34	57	42	6
Fvb2:27219702-27220112	User_locus_2286	N	58	26	22	39	14	99	19	37	37	153	84	32
Fvb2:27230107-27230450	User_locus_2287	N	1	2	2	1	0	4	5	14	9	15	4	4
Fvb2:27246808-27247505	User_locus_2288	N	0	2	1	0	4	1	4	26	3	15	10	3
Fvb2:27263476-27264173	User_locus_2289	N	0	2	3	0	1	9	0	1	3	4	5	4
Fvb2:27289525-27289906	User_locus_2290	N	6	3	4	0	14	1	57	56	12	32	10	39
Fvb2:27333596-27334291	User_locus_2291	N	1	2	0	1	4	1	2	20	0	6	3	0
Fvb2:27348655-27349059	User_locus_2292	N	1	1	6	0	3	29	13	32	7	15	3	2
Fvb2:27443537-27443968	User_locus_2293	N	1	9	0	7	4	0	0	19	1	0	0	0
Fvb2:27464467-27464960	User_locus_2294	N	139	68	130	71	14	47	20	183	170	223	146	35
Fvb2:27555333-27555746	User_locus_2295	N	1	10	5	0	0	0	0	15	0	16	0	6
Fvb2:27559348-27559754	User_locus_2296	N	50	35	33	8	40	146	34	453	156	340	308	72
Fvb2:27623743-27623927	User_locus_2297	N	10	8	19	3	7	16	3	74	16	51	51	10
Fvb2:27624008-27624441	User_locus_2298	N	13	6	2	11	0	12	13	9	17	14	18	20
Fvb2:27656624-27657321	User_locus_2299	N	3	3	2	2	1	9	1	14	2	20	15	4
Fvb2:27766145-27766487	User_locus_2300	N	50	49	76	34	23	100	87	325	272	247	126	77
Fvb2:27766511-27766860	User_locus_2301	N	31	15	28	8	8	8	16	100	71	54	38	19
Fvb2:27934367-27935062	User_locus_2302	N	105	88	87	42	40	101	25	146	80	354	343	45
Fvb2:28004547-28004952	User_locus_2303	N	61	49	22	20	14	87	8	123	92	88	74	28
Fvb2:28063068-28063373	User_locus_2304	N	60	56	42	34	11	49	90	178	195	218	47	26
Fvb2:28063567-28064264	User_locus_2305	N	118	105	145	82	56	84	226	518	292	393	38	8
Fvb2:28085578-28086048	User_locus_2306	N	2	0	3	0	0	0	0	3	4	19	9	4
Fvb2:28087686-28088077	User_locus_2307	N	86	64	102	59	19	150	30	149	111	358	257	51
Fvb2:28158579-28159264	User_locus_2308	N	3	8	1	1	0	0	0	12	8	12	14	3
Fvb2:28278260-28278690	User_locus_2309	N	20	36	7	0	19	33	17	78	20	79	16	4
Fvb2:28308441-28308881	User_locus_2310	N	83	56	34	35	66	126	1	93	179	89	98	30
Fvb2:28308891-28309241	User_locus_2311	N	43	46	40	42	13	18	3	59	89	81	58	16
Fvb2:28344193-28344580	User_locus_2312	N	24	25	11	9	3	49	4	27	12	27	31	11
Fvb2:28447516-28447790	User_locus_2313	N	6	8	8	0	0	14	2	71	5	32	20	4
Fvb2:28447840-28448209	User_locus_2314	N	1	14	8	0	5	2	3	29	9	80	35	3
Fvb2:28448213-28448550	User_locus_2315	N	0	3	4	0	0	20	0	15	4	10	12	0
Fvb2:28630576-28630963	User_locus_2316	N	16	2	10	5	1	5	1	9	34	28	36	0
Fvb2:28630988-28631381	User_locus_2317	N	92	14	33	10	54	333	16	88	140	254	216	76
Fvb2:28633291-28633746	User_locus_2318	N	8	0	8	0	0	10	16	7	2	7	5	1
Fvb2:28633766-28634108	User_locus_2319	N	28	23	25	12	0	24	100	151	38	73	34	37
Fvb2:28633839-28634446	User_locus_2320	N	35	39	32	19	0	50	122	206	72	131	38	48
Fvb2:28634551-28634879	User_locus_2321	N	31	5	1	7	6	13	13	28	16	11	9	3
Fvb2:28657050-28657381	User_locus_2322	N	248	191	204	151	51	253	39	292	125	823	714	113
Fvb2:28715255-28715713	User_locus_2323	N	8	88	10	5	8	9	14	75	20	115	67	43
Fvb2:28749241-28749939	User_locus_2324	N	2207	2096	3434	2538	1016	3224	968	7451	2998	19173	24064	6751
Fvb2:28902227-28902741	User_locus_2325	N	40	33	10	0	0	45	11	66	12	64	58	6
Fvb2:28975812-28976110	User_locus_2326	N	3	3	6	0	4	3	8	28	15	16	9	11
Fvb2:28976132-28976544	User_locus_2327	N	137	107	80	47	44	102	78	336	279	285	192	77
Fvb2:28976253-28976808	User_locus_2328	N	117	88	82	37	26	71	39	206	117	199	124	44
